YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY
1913,10,2,4,23,7.1,-80.6,OFF COAST,PANAMA,West Coast of North and Central America,Earthquake and Landslide,Questionable Tsunami,6.7,,
2018,1,14,9,18,-15.776,-74.744,S. PERU,PERU,West Coast of South America,Earthquake,Definite Tsunami,7.1,36,
1584,3,11,10,30,46.33,6.97,SWITZERLAND,SWITZERLAND,Northeast Atlantic Ocean,Earthquake and Landslide,Questionable Tsunami,5.9,,
2018,5,4,22,32,19.37,-155.032,HAWAII,USA,"Hawaii, Johnston Atoll, Midway I",Volcano and Earthquake,Definite Tsunami,6.9,5,
2018,8,5,11,46,-8.287,116.452,BALI SEA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,6.9,31,
2018,10,25,22,54,37.506,20.563,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.8,14,
2018,8,19,0,19,-18.178,-178.111,FIJI ISLANDS,FIJI,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,8.2,563,
2018,8,21,21,31,10.855,-62.883,SUCRE,VENEZUELA,Caribbean Sea,Earthquake,Questionable Tsunami,7.3,154,
2018,8,29,3,51,-22.066,170.05,LOYALTY ISLANDS,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.1,27,
2018,9,28,10,2,-0.178,119.84,SULAWESI,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake and Landslide,Definite Tsunami,7.5,10,
2018,12,5,4,18,-21.969,169.446,LOYALTY ISLANDS,NEW CALEDONIA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.5,10,
1990,6,20,21,0,36.957,49.409,CASPIAN SEA,IRAN,Black Sea and Caspian Sea,Earthquake and Landslide,Probable Tsunami,7.3,19,
2008,11,23,,,31.065,109.92,"WU GORGE, WUSHAN COUNTY",CHINA,"China, North and South Korea, Philippines, Taiwan",Landslide,Event that only caused a seiche or disturbance in an inland river,,,
1810,8,27,,,26,-111.35,MEXICO,MEXICO,West Coast of North and Central America,Earthquake and Landslide,Definite Tsunami,7.4,,
2015,6,24,,,31.077,109.896,"WUSHAN, CHONGQING",CHINA,"China, North and South Korea, Philippines, Taiwan",Landslide,Event that only caused a seiche or disturbance in an inland river,,,
2012,3,9,7,9,-19.125,169.613,OFF EAST COAST OF VANUATU,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.7,16,
2019,6,18,13,22,38.646,139.472,NIIGATA,JAPAN,Japan,Earthquake,Definite Tsunami,6.4,12,
2009,7,1,9,30,34.164,25.471,CRETE,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.4,19,
2019,5,14,12,58,-4.051,152.597,"RABAUL, NEW BRITAIN",PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Questionable Tsunami,7.6,10,
2019,6,14,0,19,-30.056,-72.082,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.4,11,
2019,6,15,22,55,-30.805,-178.095,"S OF RAOUL ISLAND, KERMADEC ISLANDS",NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.2,34,
2011,5,10,8,55,-20.244,168.226,LOYALTY ISLANDS,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.8,11,
2015,11,18,18,31,-8.899,158.422,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.8,13,
2017,11,19,9,26,-21.638,168.673,LOYALTY ISLANDS,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.3,14,
2017,11,19,15,10,-21.503,168.598,LOYALTY ISLANDS,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.6,13,
2018,10,16,1,3,-21.743,169.522,LOYALTY ISLANDS,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.5,17,
2018,12,11,4,48,50.56,131.47,"BUREYA, FAR EASTERN RUSSIA",RUSSIA,Kamchatka and Kuril Islands,Landslide,Event that only caused a seiche or disturbance in an inland river,,,
1923,,,,,10.158,109.014,OFF COAST OF CENTRAL VIETNAM,VIETNAM,"China, North and South Korea, Philippines, Taiwan",Volcano and Earthquake,Questionable Tsunami,6.1,,
2019,11,14,16,17,1.6,126.416,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.1,33,
2009,9,2,7,55,-7.782,107.297,JAVA SEA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7,46,
2020,1,7,8,24,17.916,-66.813,PUERTO RICO,USA TERRITORY,Caribbean Sea,Earthquake,Definite Tsunami,6.4,10,
1909,10,6,2,41,41.8,-112.7,UTAH,USA,,Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
1988,8,20,23,9,26.755,86.616,BANGLADESH,BANGLADESH,Indian Ocean (including west coast of Australia),Earthquake,Event that only caused a seiche or disturbance in an inland river,6.6,57,
2014,7,21,23,24,65.02,-16.7,ASKJA LAKE,ICELAND,Northeast Atlantic Ocean,Landslide,Event that only caused a seiche or disturbance in an inland river,,,
2020,1,28,19,10,19.44,-78.755,OFF SE COAST,CUBA,Caribbean Sea,Earthquake,Definite Tsunami,7.7,10,
2016,8,20,9,1,40.394,143.68,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,6,10,
1998,5,30,18,18,39.027,143.441,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,6.2,33,
2020,3,25,2,49,48.986,157.693,N. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.5,57,
1585,6,28,,,40.2,24.5,NORTH AEGEAN SEA,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,7,,
1905,11,8,22,6,40.092,24.627,NORTH AEGEAN SEA,GREECE,Mediterranean Sea,Earthquake and Landslide,Probable Tsunami,7.2,15,
2020,5,2,12,51,34.205,25.712,CRETE,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.6,17,
2020,5,29,5,30,-8.058,114.242,LESSER SUNDA: BALI: IJEN VOLCANO,INDONESIA,Indian Ocean (including west coast of Australia),Volcano and Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
2020,7,22,6,12,55.03,-158.522,"SHUMAGIN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.8,28,
2020,6,18,12,49,-33.294,-177.838,"S OF RAOUL ISLAND, KERMADEC ISLANDS",NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.4,10,
2013,4,22,1,16,18.081,-102.182,MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Probable Tsunami,6,30,
2020,6,23,15,29,16.029,-95.901,OFF OF COAST OF OAXACA,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.4,26,
-329,1,1,,,41,26,"E. SPORADES ISLANDS, AEGEAN ISLANDS",GREECE,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,7.4,,
860,1,1,,,37.08,37.25,SAMANDAGI,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.4
1581,2,1,,,41,129,YELLOW SEA,NORTH KOREA,"China, North and South Korea, Philippines, Taiwan",Unknown,Very Doubtful Tsunami,,,1.4
-1299,1,1,,,40.96,27.24,"IONIAN COASTS, TROAD",TURKEY,Mediterranean Sea,Unknown,Questionable Tsunami,6.4,,5.4
1557,9,20,,,38,127,YELLOW SEA,SOUTH KOREA,"China, North and South Korea, Philippines, Taiwan",Unknown,Very Doubtful Tsunami,,,0.9
1748,4,1,,,34.1,140.8,"IZU PENINSULA, HACHIJO ISLAND",JAPAN,Japan,Unknown,Questionable Tsunami,,,0.9
1705,1,1,,,34.6,137,"TAIJI, KII",JAPAN,Japan,Unknown,Questionable Tsunami,,,1.4
976,9,25,,,42.04,29.98,"MARMARA SEA, STRAIT OF BOSPORUS",TURKEY,Mediterranean Sea,Unknown,Questionable Tsunami,,,3.4
1408,9,22,,,39,126.7,"HAEJU COAST, YELLOW SEA",NORTH KOREA,"China, North and South Korea, Philippines, Taiwan",Unknown,Very Doubtful Tsunami,,,0.4
1651,10,28,,,37.404,26.396,THERA ISLAND (SANTORINI),GREECE,Mediterranean Sea,Volcano and Landslide,Definite Tsunami,6.7,,6.4
793,5,29,,,46.5,12,GULF OF VENICE,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,,3.4
1677,1,1,,,39.733,-26.066,AZORES,PORTUGAL,Northeast Atlantic Ocean,Earthquake,Very Doubtful Tsunami,,,1.4
1520,10,23,,,37.3,127,"CHUNGCHONG PROVINCE, YELLOW SEA",SOUTH KOREA,"China, North and South Korea, Philippines, Taiwan",Unknown,Very Doubtful Tsunami,,,0.4
1435,9,7,,,38.5,127,"INCHON, CHEMULPO BAY, YELLOW SEA",SOUTH KOREA,"China, North and South Korea, Philippines, Taiwan",Unknown,Very Doubtful Tsunami,,,0.9
47,1,1,,,37.404,26.396,THERA ISLAND (SANTORINI),GREECE,Mediterranean Sea,Volcano,Definite Tsunami,6.6,,3.4
1637,8,30,,,36.1,130.05,E. CHINA SEA-S.JAPAN,EAST CHINA SEA,"China, North and South Korea, Philippines, Taiwan",Unknown,Very Doubtful Tsunami,,,0.4
1733,10,1,,,40.5,21,ISLAND OF KERKYRA (CORFU),GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,,,2.4
552,5,1,,,39.4,23.3,ETOLIA,GREECE,Mediterranean Sea,Earthquake and Landslide,Definite Tsunami,7.5,,4.4
316,1,1,,,32.7,36.5,DEAD SEA,DEAD SEA,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,,3.4
-1364,1,1,,,36.683,36.8,SYRIAN COASTS,SYRIA,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,,6.4
1723,9,1,,,-5.174,107.829,"DJAKARTA (JAKARTA), JAVA",INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Very Doubtful Tsunami,,,0.4
1771,1,1,,,-4,103,SW. SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Probable Tsunami,7.4,,0.9
1668,10,29,,,39.4,28.1,IZMIR,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,7,,2.4
1040,3,3,,,39.4,28.3,CONSTANTINOPLE,TURKEY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,7.2,,
1274,10,1,,,42.3,20.7,ALBANIAN COASTS,ALBANIA,Mediterranean Sea,Earthquake,Questionable Tsunami,6.9,,3.4
-524,1,1,,,34.56,36.37,LEBANON COASTS,LEBANON,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.4
-589,1,1,,,34.27,36.22,LEBANON COASTS,LEBANON,Mediterranean Sea,Earthquake,Questionable Tsunami,,,6.4
864,8,9,,,38.1,139,NW. HONSHU ISLAND,JAPAN,Japan,Earthquake and Landslide,Definite Tsunami,7.4,,2.4
1762,4,30,6,2,35.5,-12,SW PORTUGAL,PORTUGAL,Northeast Atlantic Ocean,Earthquake,Probable Tsunami,8.9,,2.4
1716,11,28,,,34.3,132.7,SEIKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,7,,
1499,8,10,,,35.4,138.7,ENSHUNADA,JAPAN,Japan,Earthquake,Questionable Tsunami,6.8,,
1758,9,23,,,-5,108,JAKARTA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,7.9,,-0.1
1660,10,10,,,-5.92,130.125,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Volcano,Questionable Tsunami,,,0.4
1654,8,1,,,14.1,122.6,SIBUYAN SEA,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Very Doubtful Tsunami,,,1.4
1745,1,1,,,18,122,N. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,,,1.4
1726,4,26,,,-15.6,-71.7,S. PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,,50.4,1.9
1643,10,5,,,36.2,141.6,"BOSO, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,7.1,,1.4
1333,3,11,,,41.9,29.9,CONSTANTINOPLE,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,7.2,,3.4
1668,1,1,,,26,126.5,"MIYAKOJIMA, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,7.1,,1.4
1510,7,16,,,32.5,122.5,SOUTH CHINA SEA,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,,,0.4
1739,8,18,,,37.8,25.4,"MILOS ISLAND, AEGEAN ISLANDS",GREECE,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,6.9,,3.4
1733,11,5,,,36.2,141.8,"KUJUKURI BEACH, JAPAN",JAPAN,Japan,Earthquake,Probable Tsunami,6.9,,1.4
1733,3,24,,,17.8,-98.9,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Probable Tsunami,,,1.9
1716,9,22,,,-16.3,-69.8,PERU,PERU,West Coast of South America,Earthquake,Probable Tsunami,7.9,80.4,
1712,11,19,,,35.3,135,"SEIONAIKAI, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,7.1,,1.4
1711,4,7,,,-3.53,130.9,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,,,1.9
1709,10,27,,,-2.69,129.15,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,,,2.4
1709,3,12,,,35,138,TOKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,,1.4
1701,10,11,,,37.5,127.5,YELLOW SEA,SOUTH KOREA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.9,,1.4
1699,11,21,,,34.3,132.7,SEIKAIDO-NANKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,6.8,,
1688,8,11,,,-31.8,-69.7,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.9,,
1676,4,1,,,14,122,SULU SEA,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,,,1.4
1675,6,7,,,-2.7,129.2,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,6.4,,0.4
1674,9,11,,,2.375,128.52,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Volcano,Probable Tsunami,,,1.4
1673,5,1,,,41,27,ISLAND OF TENEDOS,GREECE,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,6.9,,
1671,11,16,,,36.5,142,"BOSO, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,6.8,,1.4
1662,2,9,,,24,121.1,SOUTH CHINA SEA,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,6.4,,1.9
1658,11,1,,,-2,129,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Questionable Tsunami,,,1.4
1650,11,10,,,36.5,127,YELLOW SEA,SOUTH KOREA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.9,,1.4
1647,5,6,,,42.04,29.98,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,,4.4
1644,8,24,,,36.5,130.5,SEA OF JAPAN,SOUTH KOREA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.9,,1.4
1641,10,15,,,24,118,SOUTH CHINA SEA,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,,,2.4
1630,9,2,,,-3.6,130.9,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,,,3.4
1628,10,13,,,19.4,122.6,W. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Probable Tsunami,8.4,,3.9
1620,6,2,,,33.5,131.6,"YATSUSHIRO, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,6.8,,
1521,5,5,,,34.6,137.3,"KII, KUMANANONADA",JAPAN,Japan,Earthquake,Definite Tsunami,7.4,,1.4
1511,10,20,,,35.6,136.4,OSAKA BAY,JAPAN,Japan,Earthquake,Definite Tsunami,7.1,,1.4
1449,10,18,,,38.5,139.2,"SADO, JAPAN",JAPAN,Japan,Earthquake,Probable Tsunami,7.4,,2.4
1434,10,8,,,35.9,140.5,OFF IZU-OSHIMA,JAPAN,Japan,Earthquake,Definite Tsunami,7.5,,1.4
1409,2,20,,,34.8,137.9,KUMANONADA,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,,1.4
1404,11,1,,,34.7,137.5,KUMANONADA,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,,1.4
1332,9,14,,,34.7,136.2,"OFF TANABE, WAKAYAMA PREFECTURE",JAPAN,Japan,Earthquake,Definite Tsunami,7.4,,
1258,9,10,,,36.2,140.5,"SAGAMI BAY, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,7.4,,1.4
1258,9,10,,,40,145,OFF SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,7.9,,2.4
1242,6,21,,,36.2,140.4,"KAMAKURA, SAGAMI BAY",JAPAN,Japan,Earthquake,Definite Tsunami,7.4,,1.4
1223,6,1,,,35.5,34,CYPRUS ISLAND,CYPRUS,Mediterranean Sea,Earthquake,Probable Tsunami,7,,4.4
1770,9,28,,,33.3,133,SW. KYUSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.8,,1.4
1769,8,21,,,27.2,128.5,RYUKYU ISLANDS,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,,1.4
1769,7,21,,,-3.85,153.8,"CAPE SAINT GEORGE, NEW IRELAND",PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.9,,1.4
1768,10,21,,,23.2,114.55,SOUTH CHINA SEA,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,,,2.4
1764,4,10,,,42,143.5,N. SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,8.2,,1.4
1763,9,30,,,39.1,139.7,NW. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7,,1.4
1755,10,8,,,-2.5,129.5,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Questionable Tsunami,,,0.4
1755,9,17,,,-2.5,129.5,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,6.9,,0.4
1751,1,1,,,19.8,94.633,MYANMAR (BURMA) COAST,MYANMAR (BURMA),Indian Ocean (including west coast of Australia),Earthquake,Very Doubtful Tsunami,,,4.4
1089,7,9,,,41.5,144,"MIYAKO, IWATE PREFECTURE",JAPAN,Japan,Earthquake,Definite Tsunami,7.4,,1.9
923,1,1,,,34.8,137.7,KUMANONADA,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,,1.4
851,10,26,,,40,140.9,NW. HONSHU ISLAND,JAPAN,Japan,Earthquake and Landslide,Definite Tsunami,7.4,,1.4
804,11,18,,,37.95,36.6,GULF OF ISKENDERUN,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.4
705,9,3,,,34.8,137.7,KUMANONADA,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,,2.4
702,6,11,,,36.7,136.4,SEA OF JAPAN,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,,1.4
448,2,25,,,41.9,29.5,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,7.7,,4.4
174,7,27,,,38.5,121,"LAIZHOU BAY, BOHAI SEA",CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,,,1.4
143,1,1,,,37.7,29,DODECANESE ISLANDS,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,7.4,,4.4
63,1,1,,,36.2,26.1,CRETE,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7.3,,3.4
1767,9,20,,,11.47,-63.17,CUMANA,VENEZUELA,Caribbean Sea,Earthquake,Very Doubtful Tsunami,7.9,,
1764,2,28,,,41.8,143,SANRIKU,JAPAN,Japan,Earthquake,Probable Tsunami,7.8,,2.4
1760,9,29,,,34,36.5,AKKO,ISRAEL,Mediterranean Sea,Earthquake,Questionable Tsunami,,,4.4
1755,10,2,,1,17.8,-98.2,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Probable Tsunami,,,2.4
1752,9,17,13,,19.5,-69.7,AZUA  DE COMPOSTELA,DOMINICAN REPUBLIC,Caribbean Sea,Earthquake,Probable Tsunami,7.7,,
1743,10,17,,,52.5,158,N. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Probable Tsunami,7.4,,1.9
1738,11,23,,,-42,-73,SOUTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,8.4,,
1724,3,17,,,39.5,21.5,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,7.4,,3.4
1706,10,25,,,-17.6,-69.2,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,,,3.4
1691,5,15,,,18.5,-60.5,ANTIGUA; SAINT KITTS AND NEVIS,ANTIGUA AND BARBUDA,Caribbean Sea,Earthquake,Definite Tsunami,8.4,,
1689,8,9,5,46,39.4,27.9,IZMIR,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,7.4,,2.4
1682,4,9,,,-17.5,-69.35,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.9,,
1679,7,17,,46,-8,-78,CENTRAL PERU,PERU,West Coast of South America,Earthquake,Probable Tsunami,8.8,40.4,2.9
1678,11,8,5,31,15.5,121.5,W. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,,,1.4
1673,1,1,,,37.5,26.5,THIRA ISLAND &  CYCLADE ISLANDS,GREECE,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,,1.4
1669,8,24,,,36.3,119.6,"TANCHENG, SHANDONG PROVINCE",CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Probable Tsunami,8.9,,
1669,8,9,,,39.4,28.1,"SMYRNA, W. TURKEY",TURKEY,Mediterranean Sea,Earthquake,Probable Tsunami,7,,2.4
1668,5,7,,11,43.6,19.1,DALMATIAN COASTS,CROATIA,Mediterranean Sea,Earthquake,Questionable Tsunami,7.6,,4.4
1646,10,29,6,,15.4,122,W. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Very Doubtful Tsunami,8.4,,
1634,10,6,,,38.6,22,ISLAND OF ZAKYNTHOS,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,7.3,,3.4
1634,4,2,,,36.2,140.2,SAGAMI BAY,JAPAN,Japan,Earthquake,Definite Tsunami,7.5,,1.4
1623,6,6,,,38.6,22,ISLAND OF ZAKYNTHOS,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7,,
1616,10,15,,,-17.5,-69.35,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,7.9,,1.9
1591,1,1,,,-16.2,-71.9,S. PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,8.1,,1.9
1587,8,9,,31,-11.3,-76.7,CENTRAL PERU,PERU,West Coast of South America,Earthquake,Definite Tsunami,8.9,60.4,3.9
1581,5,7,,,52.019,2.309,"DOVER STRAITS, ENGLAND",UK,Northeast Atlantic Ocean,Earthquake,Event that only caused a seiche or disturbance in an inland river,6.6,33.4,
1532,2,25,,,39.7,-8.1,"TAGUS RIVER, LISBON",PORTUGAL,Northeast Atlantic Ocean,Earthquake,Definite Tsunami,8.1,,
1512,4,25,,,47.2,14.433,NORTH ADRIATIC,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,6.9,10.4,3.4
1510,10,9,,,41.8,29.1,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Probable Tsunami,8.1,,3.4
1509,6,28,,,36,26.5,ISLAND OF CRETE,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7.5,,3.4
1390,4,19,,,39.4,27.3,"CHIOS ISLAND, AEGEAN ISLANDS",GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7.2,,3.4
1203,6,19,,,34.5,37,SOUTHWESTERN SYRIA,SYRIA,Mediterranean Sea,Earthquake and Landslide,Definite Tsunami,8,,5.4
1097,11,16,,,35,138.5,ENSHUNADA,JAPAN,Japan,Earthquake,Definite Tsunami,8.8,,2.4
747,2,17,,,33,36.5,SYRIAN and EGYPTIAN COASTS,SYRIA,Mediterranean Sea,Earthquake,Questionable Tsunami,7.4,,3.4
741,9,25,,,41.7,30.3,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,7.7,,3.4
559,11,13,,,41.9,29.8,"MARMARA SEA, STRAIT OF BOSPORUS",TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,7.4,,
552,8,10,,,41.8,30.9,LEVANTIAN SEA,TURKEY,Mediterranean Sea,Earthquake,Definite Tsunami,8.2,,3.4
363,6,23,,,32.3,36.6,DEAD SEA,JORDAN,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.4
349,1,1,,,34.9,36.5,LEVANTIAN SEA,TURKEY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,4.5,,3.4
77,7,19,,,35.8,33,LEVANTIAN SEA,CYPRUS,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,6.7,,4.4
1665,1,1,,,28.85,129.25,"TORISHIMA, RYUKYU ISLANDS",JAPAN,Japan,Volcano,Definite Tsunami,,,1.4
1077,9,30,,,24,118,"GUANGDONG PROVINCE, SOUTH CHINA SEA",CHINA,"China, North and South Korea, Philippines, Taiwan",Unknown,Very Doubtful Tsunami,,,1.4
1609,8,2,,,1.8,128.325,"GAMALAMA, TERNATE ISLAND",INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Volcano,Probable Tsunami,,,1.9
1701,2,26,,1,46,-124,CASCADIA SUBDUCTION ZONE,USA,West Coast of North and Central America,Earthquake,Definite Tsunami,9.4,,
1764,10,11,,,-5,131,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,,,2.9
